component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor
gear,5828.886545,274.3969431,titanium,800665.6374,7.28E-06,557003821.1,695.6759414
bearing,6017.463296,242.0277065,aluminium,913870.2718,1.31E-05,49155122.3,53.78785569
bolt,2910.159833,228.3075972,titanium,746178.2211,6.78E-06,614615503.5,823.6845918
shaft,7357.818922,30.52541481,abs_plastic,1023815.18,0.000511908,29824861.73,29.13109936
cam,2451.678917,291.9906263,aluminium,1296038.179,1.85E-05,28337239.03,21.86450946
spring,4427.937349,27.7914714,abs_plastic,1077434.115,0.000538717,30736176.2,28.52719789
cam,6659.950662,94.3039762,steel,1015852.686,5.08E-06,225441672.9,221.9235878
valve_body,4050.554867,689.2292781,steel,21386132.32,0.000106931,70513208.84,3.297146383
gear,1395.649241,970.4246242,chromium,303896.4048,1.09E-06,76525125.27,251.8131971
cylinder,827.6177986,67.53221342,aluminium,157768.8397,2.25E-06,121861577.7,772.4058689
piston,8305.945322,442.2697732,chromium,3241633.83,1.16E-05,252576742.3,77.91649383
cylinder,7097.094447,183.7010697,chromium,4033745.857,1.45E-05,338766310.1,83.98305745
valve_body,7390.379949,405.006626,titanium,1540032.845,1.40E-05,393741717.5,255.670987
gear,4519.0496,866.9318541,chromium,803302.5565,2.88E-06,111022715.3,138.2078451
cylinder,438.4588828,98.93543843,abs_plastic,332818.5975,0.000166409,7021520.524,21.09713993
spring,611.7986887,647.2029075,chromium,263191.1062,9.43E-07,184265697.5,700.1212928
spring,976.7002838,28.26471657,abs_plastic,165873.0444,8.29E-05,30578427.81,184.3483848
bracket,4034.051986,154.3711828,aluminium,585401.9461,8.36E-06,85678673.81,146.3587103
cam,3298.993505,292.4673695,aluminium,564595.3779,8.07E-06,28138596.06,49.8385165
flange,4939.581145,406.7812694,titanium,3331819.995,3.03E-05,391523413.3,117.5103739
cam,1521.069384,95.18558335,abs_plastic,206787.8694,0.000103394,8271472.215,39.99979419
flange,1964.655929,224.632253,aluminium,1193578.126,1.71E-05,56403227.93,47.25558111
pulley,9637.133645,40.42452198,abs_plastic,1449158.104,0.000724579,26525159.34,18.30384088
coupling,3805.537995,24.90447744,aluminium,1511899.102,2.16E-05,139623134.4,92.34950548
piston,400.831891,746.1399825,steel,57870.87369,2.89E-07,55692712.89,962.3617087
gear,2235.184009,533.9306668,steel,558899.7317,2.79E-06,110955555.5,198.5249755
spring,1155.271,533.1193376,steel,115594.1922,5.78E-07,111166839.2,961.6991741
pulley,8677.742809,794.8028111,steel,1149516.856,5.75E-06,43020101.27,37.42450668
spring,2957.987396,28.72877054,abs_plastic,452287.1339,0.000226144,30423743.15,67.26643514
pulley,6709.174517,811.6890231,chromium,877403.615,3.14E-06,129436992.3,147.5227479
valve_body,8702.116193,237.8899061,titanium,2863474.673,2.60E-05,602637617.4,210.4567653
coupling,3350.974156,511.5628237,steel,545998.259,2.73E-06,116780514.7,213.8844085
housing,3866.155072,63.87997773,abs_plastic,643800.5527,0.0003219,18706674.09,29.05662944
gear,2349.96931,62.45363579,titanium,386880.9238,3.52E-06,821932955.3,2124.511458
cam,7617.508846,160.1246866,aluminium,1392750.293,1.99E-05,83281380.6,59.79634758
flange,4843.900589,27.17977843,aluminium,1392584.336,1.99E-05,138675092.3,99.58110887
bracket,4048.345531,66.41378954,abs_plastic,752107.9932,0.000376054,17862070.15,23.74934227
housing,7672.344289,491.5317285,titanium,1064211.259,9.67E-06,285585339.4,268.3539918
cylinder,280.5025685,133.5512317,titanium,1604040.824,1.46E-05,733060960.4,457.0089174
housing,8990.502435,39.47858373,abs_plastic,969050.373,0.000484525,26840472.09,27.69770575
housing,9350.916665,364.5902335,chromium,8469525.334,3.04E-05,278469922.2,32.87904708
lever,2642.08802,299.1754439,chromium,840848.0355,3.01E-06,300274852,357.1095363
housing,5437.696639,325.0815452,chromium,885286.081,3.17E-06,291639484.9,329.4296513
shaft,2798.977607,135.7937484,aluminium,2142065.425,3.06E-05,93419271.49,43.6117732
cylinder,1896.239642,534.660116,chromium,266342.3269,9.55E-07,221779961.3,832.6876313
flange,5716.390974,220.1189713,steel,593418.9949,2.97E-06,192677351.2,324.6902322
bearing,3797.745862,430.6693714,steel,3133937.193,1.57E-05,137846517.9,43.98509267
lever,8853.643987,38.24638176,abs_plastic,4025767.186,0.002012884,27251206.08,6.769195739
piston,3671.647939,273.6495093,aluminium,475451.0207,6.79E-06,35979371.11,75.67419048
gear,2630.885478,104.5769405,aluminium,358119.7453,5.12E-06,106426274.8,297.1806949
bearing,6747.104228,813.3393763,chromium,877398.6615,3.14E-06,128886874.6,146.8965936
piston,4297.053648,139.3273646,steel,1769184.997,8.85E-06,213716832.1,120.7995955
bracket,4781.63046,169.9002685,aluminium,2561658.573,3.66E-05,79208221.45,30.92067861
spring,6110.230957,337.0844994,titanium,2549885.871,2.32E-05,478644375.8,187.7120781
cam,5985.315718,59.74134871,abs_plastic,605857.8074,0.000302929,20086217.1,33.15335191
bolt,6790.828326,55.41735734,abs_plastic,1504615.936,0.000752308,21527547.55,14.30766951
valve_body,256.6288085,286.0502191,steel,31276.36288,1.56E-07,175507755.4,5611.514233
bearing,3438.548614,273.5469419,aluminium,443742.9532,6.34E-06,36022107.56,81.17786953
bearing,8952.489659,35.34938598,abs_plastic,2711742.914,0.001355871,28216871.34,10.40543747
cylinder,6209.842256,365.0797505,steel,744992.3056,3.72E-06,154927148.3,207.9580516
bracket,792.3228965,71.21345791,abs_plastic,284561.9835,0.000142281,16262180.7,57.14811409
flange,6833.306118,84.63217296,aluminium,1478142.563,2.11E-05,114736594.6,77.62214381
pulley,9941.979676,205.3149732,aluminium,1768388.642,2.53E-05,64452094.52,36.44679286
shaft,695.4091917,571.0508796,chromium,72585.97094,2.60E-07,209649706.8,2888.295136
lever,6931.048419,36.07469509,abs_plastic,1282412.718,0.000641206,27975101.64,21.81442935
cam,8235.883795,20.96461021,steel,2675338.272,1.34E-05,244540466.1,91.40543782
flange,4801.376781,394.8757546,chromium,3732683.048,1.34E-05,268374748.5,71.8986169
bolt,7398.084228,81.48798438,abs_plastic,2944861.015,0.001472431,12837338.54,4.359234094
cam,1019.998529,40.56378131,abs_plastic,129109.9842,6.46E-05,26478739.56,205.0866921
gear,8278.06954,82.56224701,abs_plastic,1163210.173,0.000581605,12479251,10.72828564
cam,3100.970724,277.8503185,chromium,846022.9874,3.03E-06,307383227.2,363.3272757
spring,9375.882448,175.0646274,aluminium,3000579.392,4.29E-05,77056405.25,25.68050872
bearing,6045.8839,164.3902398,aluminium,657019.8532,9.39E-06,81504066.77,124.0511476
cylinder,8529.107082,224.3403041,chromium,915838.6578,3.28E-06,325219898.6,355.1061051
piston,6316.705522,208.8050658,aluminium,1175952.804,1.68E-05,62997889.25,53.57178367
cam,7921.301319,196.7139007,titanium,8790692.918,7.99E-05,654107624.2,74.40910862
spring,1817.892698,423.0716316,titanium,515511.3569,4.69E-06,371160460.5,719.9850315
bearing,6445.623566,250.2945578,aluminium,4564907.767,6.52E-05,45710600.91,10.01347743
pulley,9235.296186,399.9082967,steel,1513510.547,7.57E-06,145857214.4,96.37013414
pulley,3243.561334,96.22380221,abs_plastic,392232.4444,0.000196116,7925399.264,20.20587378
lever,1305.44292,58.25872184,abs_plastic,255445.0472,0.000127723,20580426.05,80.56694103
housing,891.6574042,781.1891579,chromium,681618.6508,2.44E-06,139603614,204.8119045
bracket,9370.846821,90.08841541,abs_plastic,3288303.751,0.001644152,9970528.197,3.032118974
housing,275.1093152,68.20425311,abs_plastic,74123.43784,3.71E-05,17265248.96,232.9256369
housing,5687.966798,131.2338242,titanium,2589703.08,2.35E-05,735957719.7,284.1861391
cam,7567.110089,379.3086958,titanium,2486061.126,2.26E-05,425864130.2,171.3007479
coupling,1789.58111,63.28529232,titanium,228010.1426,2.07E-06,820893384.6,3600.249423
cam,1859.88724,421.1384722,titanium,299079.193,2.72E-06,373576909.7,1249.090269
bearing,2403.190832,192.2260512,steel,1320325.199,6.60E-06,199941132.5,151.4332474
bearing,8495.357264,729.8311203,chromium,1069711.574,3.83E-06,156722959.9,146.5095486
housing,3606.93878,62.04036976,abs_plastic,740920.65,0.00037046,19319876.75,26.07550046
coupling,3932.079727,97.10578204,abs_plastic,1535402.133,0.000767701,7631405.987,4.970297893
cam,4243.948154,478.3958868,titanium,723819.6402,6.58E-06,302005141.5,417.2381139
coupling,1977.978997,193.305494,aluminium,598905.9257,8.56E-06,69456044.15,115.9715427
piston,6330.05818,75.67975778,aluminium,8557542.619,0.000122251,118466767.6,13.84354982
bearing,1186.388367,447.4084014,steel,258003.8664,1.29E-06,133487395.5,517.3852521
bearing,4933.587257,32.00389318,abs_plastic,1488579.684,0.00074429,29332035.61,19.7047131
bracket,4812.579481,125.2487198,aluminium,1201548.266,1.72E-05,97813033.4,81.40582963
pulley,7871.663784,269.7837129,aluminium,823584.167,1.18E-05,37590119.62,45.64211058
gear,9434.0283,650.9291001,steel,11014281.29,5.51E-05,80487213.52,7.30753205
gear,9310.15696,90.85636118,aluminium,1188492.159,1.70E-05,112143182.8,94.35752855
bracket,5004.975824,244.0823677,titanium,1098490.146,9.99E-06,594897040.4,541.5588319
gear,759.8552016,424.3582571,steel,478898.3929,2.39E-06,139490037.2,291.2727194
bracket,4488.403566,57.30803991,steel,9421179.73,4.71E-05,235076031.3,24.95186781
coupling,6624.451789,485.2357237,titanium,5794968.23,5.27E-05,293455345.4,50.63968148
gear,5134.934966,51.00761852,abs_plastic,1098787.323,0.000549394,22997460.49,20.92985605
bearing,9710.424581,566.542926,titanium,1235416.295,1.12E-05,191821342.5,155.2685871
bolt,4180.09621,338.7773054,titanium,502277.0953,4.57E-06,476528368.3,948.7360119
flange,307.3551142,43.00806689,aluminium,31745.61123,4.54E-07,132079972.1,4160.574234
housing,9762.309411,540.5333105,steel,48034771,0.000240174,109236117.1,2.274105087
bearing,7768.874428,651.0261685,chromium,1452128.472,5.20E-06,182991277.2,126.0159006
cam,3289.933484,55.06539972,aluminium,685984.8261,9.80E-06,127056083.4,185.2170465
shaft,5865.984316,79.84585435,abs_plastic,720945.0313,0.000360473,13384715.22,18.5655142
bracket,1368.147889,114.7149017,aluminium,147302.2996,2.10E-06,102202124.3,693.8257215
coupling,3784.453536,357.0199687,steel,850418.0903,4.25E-06,157026049.8,184.6457073
valve_body,9436.450794,87.39395931,aluminium,7242853.826,0.000103469,113585850.3,15.68247172
bolt,6493.527045,243.0072956,steel,794036.0163,3.97E-06,186716850.1,235.1490943
coupling,2658.473041,444.3329318,steel,415574.6835,2.08E-06,134288299,323.1387867
cam,9786.13306,79.85535248,abs_plastic,1740576.705,0.000870288,13381549.17,7.687997395
coupling,633.1962493,333.6586359,chromium,83794.30583,3.00E-07,288780454.7,3446.301653
valve_body,527.4199844,181.5185194,chromium,375624.5308,1.35E-06,339493826.9,903.8116498
housing,8196.074766,229.241139,chromium,1604574.858,5.75E-06,323586287,201.6648119
flange,7354.735293,551.3924614,chromium,1237245.67,4.43E-06,216202512.9,174.7450148
flange,3045.729668,347.7127559,titanium,440136.6036,4.00E-06,465359055.2,1057.305962
coupling,6399.284404,765.8991063,chromium,3798450.473,1.36E-05,144700297.9,38.09455959
piston,192.3830363,89.07008207,aluminium,26382.85819,3.77E-07,112887465.8,4278.818655
gear,1081.863186,413.4644295,chromium,134883.8426,4.83E-07,262178523.5,1943.735576
cylinder,5595.340998,591.7956109,steel,902728.2894,4.51E-06,95886559.66,106.2186272
cylinder,3618.30723,239.4616997,aluminium,647647.9759,9.25E-06,50224291.81,77.5487513
pulley,7633.808524,29.88717938,aluminium,1020185.598,1.46E-05,137547008.6,134.8254757
cam,9584.927453,306.993786,steel,2872643.223,1.44E-05,170053701.6,59.19764077
bolt,9963.709943,233.6195277,titanium,2194047.976,1.99E-05,607975590.4,277.1022316
bearing,8873.338227,186.0524136,aluminium,2231666.301,3.19E-05,72478161.01,32.47714991
spring,387.8066654,33.35080943,abs_plastic,204640.7434,0.00010232,28883063.52,141.1403372
lever,4083.038534,876.7772212,chromium,792809.7536,2.84E-06,107740926.3,135.8975792
bolt,5841.839496,64.91876704,abs_plastic,1033856.009,0.000516928,18360410.99,17.75915682
cam,6033.75276,188.6007803,aluminium,18449878.05,0.00026357,71416341.53,3.870830004
bolt,6401.257445,136.2197942,steel,916479.6514,4.58E-06,214526095.3,234.076223
bracket,7106.041254,240.8121901,aluminium,1361059.321,1.94E-05,49661587.45,36.48745259
lever,1311.529898,740.7954944,chromium,538618.1351,1.93E-06,153068168.5,284.186808
housing,719.1680463,805.3395775,chromium,93529.31102,3.35E-07,131553474.2,1406.548094
valve_body,3064.490754,190.0104728,chromium,477947.1591,1.71E-06,336663175.7,704.3941351
bearing,6890.521583,594.8533305,titanium,919045.7557,8.35E-06,156433336.9,170.2127842
coupling,9508.096254,178.2903667,steel,1668395.963,8.34E-06,203570217,122.0155296
piston,1736.411699,216.0705486,aluminium,294330.9909,4.20E-06,59970604.73,203.7522605
pulley,7006.939212,94.36935383,abs_plastic,892881.1168,0.000446441,8543548.723,9.568517648
bolt,8542.007397,83.15157238,aluminium,2229444.957,3.18E-05,115353511.5,51.74091028
spring,8046.168767,469.023149,chromium,1648334.951,5.91E-06,243658950.3,147.8212606
pulley,897.9549862,223.823006,aluminium,179055.0708,2.56E-06,56740414.19,316.888061
gear,169.5891178,64.67859584,steel,72793.94392,3.64E-07,233156615.7,3202.967213
bracket,4048.476694,924.1705969,chromium,848133.0157,3.04E-06,91943134.36,108.4065031
spring,541.4895929,55.56187016,chromium,191364.3317,6.86E-07,381479376.6,1993.471684
coupling,7892.553366,975.3379597,chromium,2090770.179,7.49E-06,74887346.76,35.8180672
housing,8463.415419,95.07892563,aluminium,5135007.171,7.34E-05,110383781,21.4963246
bearing,720.2667142,545.7337229,titanium,487150.8299,4.43E-06,217832846.3,447.1568823
bearing,4169.846466,117.2561314,aluminium,462886.8116,6.61E-06,101143278.6,218.5054231
shaft,9637.604899,344.8975464,titanium,1028061.372,9.35E-06,468878067,456.0798407
piston,4246.053859,92.84418147,aluminium,578865.7154,8.27E-06,111314924.4,192.2983542
piston,2639.647618,72.33396812,abs_plastic,1280657.111,0.000640329,15888677.29,12.40665995
flange,4692.931618,778.1641571,steel,766265.4779,3.83E-06,47353084.09,61.79723014
valve_body,1229.54827,32.0997463,abs_plastic,527558.7534,0.000263779,29300084.57,55.53899803
piston,8521.098973,457.7537749,steel,1613364.764,8.07E-06,130793287.8,81.06864035
lever,8615.382964,77.82514426,abs_plastic,11190018.4,0.005595009,14058285.25,1.256323694
pulley,5481.028352,83.74576968,steel,1181975.396,5.91E-06,228191205.8,193.0591844
gear,1741.167948,284.7954812,aluminium,204488.292,2.92E-06,31335216.18,153.2372141
shaft,4676.726054,135.2943516,aluminium,714589.0325,1.02E-05,93627353.48,131.0226567
pulley,716.5037482,522.2525958,chromium,88638.95385,3.18E-07,225915801.4,2548.719176
piston,614.3701178,476.0413556,titanium,293465.3424,2.67E-06,304948305.4,1039.128856
coupling,1730.592899,46.41720519,abs_plastic,227954.3458,0.000113977,24527598.27,107.5987307
pulley,6630.330727,32.9295849,abs_plastic,2521628.809,0.001260814,29023471.7,11.50981128
lever,5645.804358,605.5690155,steel,1003875.357,5.02E-06,92299735.56,91.94342197
shaft,1032.10391,288.0572902,steel,356381.3625,1.78E-06,174985080.7,491.0051397
piston,8003.607463,384.4940146,chromium,1750647.463,6.27E-06,271835328.5,155.2770242
cylinder,1024.738923,143.5002043,aluminium,503178.4532,7.19E-06,90208248.2,179.2768503
bracket,1030.957434,119.8678728,aluminium,135668.8837,1.94E-06,100055053,737.4944811
spring,3192.256109,71.41397261,abs_plastic,1565733.991,0.000782867,16195342.46,10.34361044
cam,1663.752746,214.8517531,aluminium,209190.5735,2.99E-06,60478436.21,289.1068904
coupling,3694.697293,540.3680778,titanium,2085447.708,1.90E-05,224539902.8,107.6698792
pulley,6021.315031,46.03920939,steel,1627135.321,8.14E-06,238010622.6,146.2758626
bracket,3200.303749,483.184098,titanium,330583.1448,3.01E-06,296019877.5,895.4475816
bolt,8055.675001,414.0612834,steel,832666.3353,4.16E-06,142171540.8,170.7425108
housing,9842.692158,73.4335999,abs_plastic,1541957.3,0.000770979,15522133.37,10.0665131
bearing,8831.084807,438.9398942,chromium,5176149.893,1.86E-05,253686701.9,49.01069466
cylinder,5641.581268,62.19196977,abs_plastic,781209.2327,0.000390605,19269343.41,24.66604669
shaft,886.125188,224.8190173,aluminium,453173.2873,6.47E-06,56325409.46,124.2911068
lever,8208.728787,441.8191289,steel,1151067.746,5.76E-06,134942935.2,117.2328351
bracket,4764.562199,660.8767802,steel,1025359.094,5.13E-06,77896671.82,75.97013795
spring,8210.625538,266.3501359,aluminium,1548647.028,2.21E-05,39020776.71,25.19668846
spring,8277.184306,118.624729,chromium,3344649.713,1.20E-05,360458423.7,107.7716516
bearing,3544.619975,146.0982741,aluminium,471774.305,6.74E-06,89125719.13,188.9160096
valve_body,8430.330776,387.6039906,steel,860840.5204,4.30E-06,149061460.8,173.1580441
bolt,1350.020941,547.4184984,steel,406812.969,2.03E-06,107443099.4,264.1093268
flange,6848.527876,183.7893712,chromium,1039656.944,3.73E-06,338736876.3,325.8160092
gear,6972.090678,317.3397568,titanium,2232801.171,2.03E-05,503325304,225.4232533
housing,428.5746102,44.3157121,abs_plastic,65268.69795,3.26E-05,25228095.97,386.5267235
cam,8724.924374,770.743481,chromium,1103634.475,3.96E-06,143085506.3,129.6493627
lever,6542.608621,264.7834828,aluminium,64228131.61,0.000917545,39673548.85,0.617697384
cylinder,3958.617936,240.111684,titanium,1688375.821,1.53E-05,599860395.1,355.2884303
spring,4186.33518,485.3655109,titanium,864446.3308,7.86E-06,293293111.4,339.2843499
gear,4272.296012,41.19651255,steel,442000.8375,2.21E-06,239271741.5,541.337756
pulley,2992.960482,730.4007261,steel,395673.2294,1.98E-06,59791477.58,151.1132751
valve_body,278.2649004,963.5541499,chromium,38149.61157,1.37E-07,78815283.36,2065.952446
cylinder,8311.007182,295.8907744,chromium,950887.5386,3.41E-06,301369741.9,316.9352101
cam,5452.914919,27.72275762,abs_plastic,2185757.019,0.001092879,30759080.79,14.07250693
gear,3082.526082,606.3903346,chromium,1013104.277,3.63E-06,197869888.5,195.3104857
cylinder,576.6140762,724.2580962,steel,67539.67738,3.38E-07,61391120.77,908.9637847
valve_body,5972.893544,91.38419985,abs_plastic,3087135.586,0.001543568,9538600.05,3.089789801
coupling,8397.706617,42.82322707,abs_plastic,1930992.158,0.000965496,25725590.98,13.32247304
cylinder,5776.158522,204.4710196,aluminium,2223445.085,3.18E-05,64803741.82,29.14564532
spring,4934.908827,447.7881345,titanium,931137.0798,8.46E-06,340264831.9,365.4293651
valve_body,8698.659913,83.39315564,chromium,909648.3342,3.26E-06,372202281.5,409.1716188
flange,6975.059516,26.5765651,abs_plastic,765170.0848,0.000382585,31141144.97,40.69833046
cam,3474.075428,148.5632468,steel,1942168.671,9.71E-06,211311654.5,108.8019067
spring,4507.936512,477.5053131,titanium,700850.4185,6.37E-06,303118358.7,432.5007886
coupling,1131.825548,396.8211011,chromium,229676.8672,8.23E-07,267726299.6,1165.665062
pulley,9510.257421,608.6380452,chromium,1274563.526,4.57E-06,197120651.6,154.6573769
